PC1,PC2,PC3,Class
-4.756418060000672,-2.4966185922603863,-0.7856837446109554,5
-5.070855915871572,-2.744768689545116,-0.14207830091762763,5
-4.791595764316273,-2.4151923700788465,-0.054317849634949546,5
-4.3345905952069925,-1.8613740923013895,-0.6523175027921854,5
-4.4838809928768875,-1.9933430904568805,0.3621584181438746,5
-4.808266295735115,-2.695378528184183,-0.610529722699532,5
-4.7862604969574205,-2.388270975170428,0.09660913606397133,5
-4.8514077146569665,-2.4364808291492355,0.04999376432944424,5
-4.5238057595092345,-2.1631709351905966,-0.45614134191621175,5
-5.060402222808285,-2.8557403189124972,-0.15713928449314848,5
-4.80050733368373,-2.4964724129716895,0.15761952862957457,5
-4.670399571451971,-2.1944726420568363,0.4345539905984439,5
-5.105749575949098,-2.891694903127971,0.08952625027782056,5
-4.644032092338583,-2.1372453174011086,0.11444536280448246,5
-4.6664835348394895,-2.3951663457615413,-0.7701008578648321,5
-5.26121606427938,-3.1304782904696844,-0.1137399248174615,5
-4.341734211524465,-1.8777471342381622,-0.6940878162280896,5
-4.591903490254867,-2.297584558488164,-0.6562447905047065,5
-4.984846103553086,-2.727672205383199,-0.10029869076145863,5
-4.8003597583813455,-2.4106058062057483,-0.39557083056207504,5
-4.362640017387053,-2.5886916236379975,-2.392134304860307,5
-4.6299104183149105,-2.528010778120452,-0.8281720849274616,5
-5.08393982153215,-2.989006628160749,-0.09096644280928905,5
-4.513458780700665,-2.2688628202399994,-0.8365790300043068,5
-4.7710154195366155,-2.510040758669605,0.0745500473390565,5
-4.292645213387985,-1.7464455765882854,0.2539376637373597,5
-4.184056843933677,-1.882075813435164,0.021201109467332818,5
-5.094493893345519,-2.885043127446944,0.262912528376272,5
-4.895034438833707,-2.8248224030483744,-0.5124648617330587,5
-4.299858912990488,-1.973011335616567,-0.12617595919332322,5
-5.107291872977728,-2.942710657501326,0.2506881146183355,5
-4.901991166592403,-2.744627314510752,-0.16091905801346226,5
-4.525564864928177,-2.264136289952278,-0.38107854404812175,5
-4.720481755436374,-2.711158542943243,-0.7775545702862925,5
-4.113488810502805,-1.5622411308883102,0.44741466258821216,5
-4.238490820133195,-2.219898477157841,-1.3671251660828025,5
-4.918505053402132,-2.769901741075602,-0.2913451223938113,5
-4.329289410288971,-2.0199786171859064,0.2582206960832488,5
-4.494021847034327,-2.259285109089508,-0.14649760058508726,5
-4.732217637525697,-2.53590433260751,-0.4485250976438214,5
-4.316704942801254,-1.9744925918421405,0.25314081517905473,5
-3.956965551704056,-1.408443421299581,-0.08501670334826641,5
-3.3056996246925205,-0.8385107368654033,-0.6407360125894682,5
-4.139716092263544,-1.6796106091231435,0.034742187253321705,5
-4.854249074506671,-2.70308369746402,-0.2991970849257981,5
-4.022228796075326,-1.6920551759144256,-0.2707858754159352,5
-4.881065541813613,-2.8497016648754228,-0.34531864320319244,5
-4.880192414015258,-2.707608133065062,-0.23081451045899362,5
-4.641390734697951,-2.310546048616302,0.3232778055550216,5
-4.264442110834778,-1.9229283977568454,0.054128472037598775,5
-4.566592592485887,-2.2918434636913387,-0.4860589947147042,5
-4.227602122202214,-2.0961051830557014,-1.2986855772786685,5
-3.5770468451121307,-1.244766462958998,-0.013891465526115825,5
-4.281355481457792,-2.3393856949222314,0.22063308796804737,5
-4.452390342704827,-2.218816004224792,0.4034450350161068,5
-4.241813592916638,-2.122105305313826,-1.0122954459122473,5
-4.49611009641826,-2.314822148862761,0.12572381822545706,5
-4.689557606613858,-2.7283288281804463,-0.8484690589009637,5
-4.113097419704506,-1.6509499306893614,0.7557623723010953,5
-4.719687001850326,-2.6266330234394126,-0.5042998152256338,5
-4.062155588314645,-1.7720065889439853,-1.0184103434908243,5
-4.163830963911972,-2.038433193170901,0.6938461349149546,5
-4.499334916430656,-2.515713108397443,-0.8643183492397333,5
-4.963821822247426,-2.804539483264736,0.13542474381121933,5
-4.534797934434226,-2.2932650120659446,-0.2798823865428855,5
-4.197826654690736,-2.0410887935144704,0.8343810636577788,5
-4.017261918898501,-1.7285704093767038,-0.30913416564551627,5
-4.720461270564478,-2.7535373299606887,-0.5202902387332574,5
-3.7648933887062537,-1.5103283060149542,0.5582836182417166,5
-4.024775955619292,-2.0195859844464925,-1.2923002119817322,5
-4.543699425929662,-2.4488451648349745,0.037386594855109874,5
-4.7837736874971615,-2.7426477906200315,-0.34136972827517426,5
-4.410268426991822,-2.3187155911109634,-0.6249728584289503,5
-3.98589342945179,-1.957695029625424,-1.3878840812625672,5
-4.370687600678497,-2.183719745483524,-0.09981958822469954,5
-4.888174215777006,-2.9857672170065976,-0.02123118355732612,5
-4.559523325426646,-2.467993586332035,-0.136251932903235,5
-4.209534108490322,-2.1283140862913412,-0.40647471902939,5
-4.627007495348592,-2.4014426152328,0.32533842190056517,5
-4.620202684843042,-2.4913073809630166,0.6903884926046366,5
-3.788939635638985,-1.3177613706470541,0.4557873735232234,5
-3.172520047429076,-0.5758887839417367,0.36131994981644566,5
-4.3915786848100815,-2.218098252342848,-0.1071517399750826,5
-4.533863754554156,-2.2741319893642604,0.6533331403607099,5
-4.260345209443637,-2.1743209612745216,-0.6326981181685333,5
-4.032768791046478,-2.000554213425237,-0.3983126168581605,5
-4.290857115955243,-1.956627792696733,0.5766845301869696,5
-4.346011705136016,-2.546937200279911,-1.457670032585771,5
-4.135320318154102,-1.8867623869698842,-0.4373328636625162,5
-4.048101610152534,-1.8213082154280604,-0.5716811008644638,5
-4.023056146379454,-2.0919756467454143,-1.315350180967352,5
-4.392672530390278,-2.3979712781072244,-0.4812501978114775,5
-3.8009423123175403,-1.6674905990233375,-0.6730578602751466,5
-4.416358675194477,-2.4431575726493184,-1.2866020389989878,5
-3.281354682468972,-0.445651508026334,1.1167809717651382,5
-4.574385804432655,-2.4176894098885904,0.3404046106301208,5
-4.732944962104075,-2.7724678364755904,-0.01344941090124708,5
-3.4387980414913253,-0.9661000510879116,-0.15588599611936194,5
-3.61630620765629,-1.4911332615986277,-2.0024626985082135,5
-4.177689519054685,-1.991548318583827,-0.031524726633558764,5
-3.757269813597911,-1.3574573837772628,-0.5345841849758525,5
-3.945836397346599,-1.8845611703746319,0.6242780140186119,5
-4.13273370717113,-2.2393263786397597,0.24002988630909983,5
-4.280158897836401,-2.1626451660143724,-0.1922284767207296,5
-4.430076161792871,-2.801419589105845,-2.0144732056037182,5
-4.143045812263982,-1.7805060698767885,0.29626206451962295,5
-4.721511448510716,-2.6913158358557827,0.11971699933233095,5
-4.349218522858253,-2.0855921963900967,0.517029240100604,5
-4.3688699634659995,-2.2313092752574666,-0.05548056237147575,5
-4.3227188799435945,-2.505162637876259,-1.1614780575377566,5
-3.7801282447568387,-1.5322576103125594,-0.5169626309684635,5
-4.475804616353045,-2.4132075629374317,-0.5214935962305609,5
-4.4460246957984335,-2.198868596950978,0.08150760496069587,5
-4.2908043213015254,-1.9666076784506492,-0.05440646686949002,5
-4.5136455294571,-2.373945785413954,-0.2686663410362402,5
-4.719252299328658,-2.630331268888515,-0.12197520692167575,5
-4.00915426826879,-1.7421203932595548,-0.33403116273983,5
-4.5610292530809575,-2.7668854573253316,-0.48454782337449614,5
-3.998514527952196,-1.7094104549423905,-0.1299748068145579,5
-4.755688573027964,-2.7578305557385545,-0.09374678125713296,5
-4.516513191782626,-2.344423175868353,0.32830218410472406,5
-3.791182179667825,-1.696159306259189,-1.2824803879615951,5
-4.371186939814518,-2.29224676137275,-0.1808209731037344,5
-4.740573904497813,-2.7656115867800164,0.20691021761553577,5
-4.577493512258142,-2.545216182630464,-0.09393339020769165,5
-4.650644113007631,-2.609592732862316,0.07248038100919353,5
-4.22281240137756,-2.0107016044270507,0.32251918448533096,5
-4.911838262117986,-3.0069937629925394,-0.23716902868081707,5
-4.760734736646573,-3.0085370790119885,-0.21644548118711854,5
-4.140635679365278,-2.215326362475609,-0.6030947894383477,5
-4.176995077599438,-2.28212859855845,-0.8683392845124223,5
-4.419417854139346,-2.180327176881837,-0.020653912217801,5
-3.6145462429554613,-1.7774484829366324,-0.2996190988042724,5
-4.579843220446315,-2.5468235838995845,-0.366245081504704,5
-4.450916760625822,-2.520391292046944,-0.46770821923546163,5
-4.286215551473366,-2.0970550604260723,-0.7350005294754439,5
-4.197608869679539,-2.4318415193653076,-1.0843562104220765,5
-3.5428705601055337,-1.2993898643024286,-0.7610469374010778,5
-4.134220039764928,-1.8285569378316244,0.6808329594154124,5
-4.712015473927208,-2.7934884385574077,-0.14517415663135755,5
-4.392291978866894,-2.3514885181725185,0.19033633946924408,5
-4.884740336587405,-3.0126320441929124,0.07713984782757231,5
-3.7648935995193313,-1.579338976523581,-0.5212476024938711,5
-4.512940350539144,-2.433932208468596,0.15889251564414636,5
-4.591936415952853,-2.8562848039295408,-0.6441152790405203,5
-4.762647255775378,-2.8192744701796233,-0.29431592063944156,5
-4.441854193213411,-2.52378450056587,-0.2585962067457454,5
-3.712533101463763,-1.6192548458749276,-0.7134748827246705,5
-4.696023104305662,-2.9476829880092903,-0.5330749435895489,5
-4.11183871569266,-2.0487001411850927,0.049263860360315694,5
-4.437146324724554,-2.4148296722971128,0.3388989334951288,5
-4.646161198400079,-2.750385956469876,-0.5342661731583395,5
-4.055716809673521,-1.8603448587515536,-0.19220824175618884,5
-4.446274832665837,-2.308264904076486,0.14380536140563938,5
-4.431456145523058,-2.430731411138845,-0.23031732621630796,5
-0.67445369195809,1.32698422166721,-3.402997780149437,5
-4.039744299166297,-2.183112695392847,-1.6237604619476131,5
-4.161434315712956,-2.2561001785700023,-0.6369226328497719,5
-4.181346932539142,-1.9459378000084655,0.13338786790464166,5
-4.514704479434808,-2.5335922043572525,0.30824362830433416,5
-3.839167211251596,-1.763681538603199,0.019426873995177264,5
-4.00660375484748,-1.6018501111443173,0.49719195940152106,5
-2.0814100140490246,-0.22260440235445447,-3.2782814897273873,5
-4.231824678765096,-2.076961453120499,0.30755653267819716,5
-4.365694026467635,-2.311864800574321,0.214731178490135,5
-3.9465447369088698,-1.6749767077794293,0.055970148402032925,5
-4.5437339336082925,-2.517451040119321,0.45087974964613287,5
-4.38822697608258,-2.457214474361562,0.05766282227898692,5
-4.709857068243501,-2.96965509849749,-0.17299086675148576,5
-4.53099818778323,-2.6204056913917113,-0.09465925906705884,5
-4.638015322785424,-2.6250366145794994,0.32897541083803594,5
-4.1756652361541695,-2.672675756249443,-1.822879097300399,5
-4.627574039532855,-2.7223536697893618,0.1476703633235859,5
-3.7837140601564188,-1.8390940614769316,-1.4521461011370171,5
-4.180468574966993,-2.0611464298036513,0.0032259500263606125,5
-4.208524007090459,-2.3923352193299334,-1.0507049070697452,5
-4.400910606244773,-2.646752637844709,-0.7247156324080689,5
-2.773219976204322,-0.3684784066300352,-1.5104025684310272,5
-3.8811325569099724,-1.7143262940786714,-0.31585877429422754,5
-4.473688128421333,-2.766077787691499,-0.7346834153650198,5
-4.153998091716673,-2.1792947022129,-0.5552488961833131,5
-4.1115262600667934,-2.2469613974711815,-0.6386849550348488,5
-4.185559432468238,-2.3762218271241338,-0.6162845369607283,5
-4.207605351550787,-2.2884510574707724,0.19582709799176207,5
-4.316370781140353,-2.4053638998173072,-0.26941508505087514,5
-4.201012225821597,-2.288851850656934,-0.07180708950217676,5
-4.794820453850091,-2.858061224397872,0.41853265270847884,5
-3.820392046386113,-1.5972723568589062,0.1713470382702262,5
-3.504428387785303,-1.5031428081915328,-0.13878445685139992,5
-4.948843520380592,-3.0931701628417745,0.6084452860629047,5
-3.5043380700087763,-1.1079114429003611,0.6381066788604717,5
-3.764552541962857,-1.6013938713922375,0.019856348721631358,5
-4.592800381788139,-2.662350480993073,0.20500469089320794,5
-4.394053981721461,-2.403050791694228,0.2052661057434789,5
-4.0157057462279155,-2.495432665364716,-1.9359149646540963,5
-3.5572886826342383,-1.6461981532363679,0.48197132653869984,5
-4.340493411886385,-2.358423799119126,-0.1981594541058892,5
-4.1131619415560925,-1.8620168499378364,0.4319123160927035,5
-4.476486227566421,-2.49109198109694,-0.10497025152901951,5
-4.380268682534002,-2.332608413044661,0.37212510686931527,5
-3.6962981259861505,-1.5132853827746742,0.09883522610225534,5
-4.07284506875281,-2.0218525857414655,-0.4035860848696177,5
-4.452013564407831,-2.785677458914955,-1.0852098349587402,5
-4.19030100435085,-2.067682963035911,-0.16821702444923847,5
-4.29438151940868,-2.407308524018435,-0.2569877474748611,5
-4.379468659606394,-2.5530220203162584,-0.4912155274830884,5
-4.052066005478642,-1.866757719374704,0.7767971487700744,5
-4.71255091678009,-2.994635088813198,-0.24832818778972884,5
-4.743594782296738,-3.0677252171435248,-0.30609825769831617,5
-4.404696955884278,-2.5092982779345427,0.14845932342137197,5
-3.818291705721915,-1.6847080344842067,-0.08675415589766698,5
-4.111286257018155,-2.0843284903689288,0.012455306042052673,5
-4.020323640326747,-2.184571237474554,-0.6237680335129061,5
-4.018391247992803,-2.1975234737707723,-0.8802836443220942,5
-3.908802902075445,-1.74686517992056,-0.023123372874570707,5
-4.228576109056432,-2.2746595485109102,-0.4151609671326034,5
-4.148211372198482,-2.07694852964137,-0.34534401785638924,5
-4.560694830288378,-2.6969680918359815,-0.35880211423026315,5
-4.622946923831418,-2.9011913254100556,-0.23397340534185554,5
-4.563636501023289,-2.7065383721951015,-0.3449634490282647,5
-3.854335077226143,-2.009847944623269,-1.1833840322150344,5
-4.217977418475433,-2.337945875639278,-0.8884292051617362,5
-4.005990248492611,-2.0121974529513835,-0.5998030128165043,5
-4.00375710038679,-1.8862691277621113,0.10546668143615737,5
-4.640763972738632,-3.085889218333766,-0.705480526768698,5
-4.057423634408294,-1.9848748970980798,0.05877042781701014,5
-3.8611447140514823,-1.8251269776338581,0.038641051426233836,5
-4.12835576009218,-2.0050600022377933,-0.16314476357704183,5
-4.457618288837342,-2.5879193786149264,-6.712509589722888e-06,5
-4.310431912063595,-2.3248212279052,0.013666021545827297,5
-3.5283610077246874,-1.1822828021790475,-0.2889512516624653,5
-3.920208816052521,-2.4144065350738395,-2.2187994915109215,5
-4.767331135005123,-3.013199050999565,0.2452905859865392,5
-4.027700597458484,-1.9235193284597463,0.047596414251792285,5
-4.295391213298339,-2.420364077874562,0.06788578042209614,5
-4.496415154158667,-2.82102497222279,-0.5479295713826574,5
-4.418427680284871,-2.530565639684778,0.3358344406986287,5
-3.751678683081611,-1.8202844867477936,0.42870013534774987,5
-3.422357914418084,-1.5144087390592735,-2.2412690241802093,5
-4.554295562593196,-2.853328511592228,-0.25316744799002555,5
-4.183944391591523,-2.1669138277983664,0.20369297144021783,5
-4.275281783992981,-2.267178943182892,0.3276962796780744,5
-4.523519534119673,-2.8161836058751235,-0.7398667598128054,5
-3.588045193832548,-1.5322883859959042,-0.08824242028922069,5
-3.5673891935964837,-1.6077336496862833,0.8412389170372933,5
-4.402670710821061,-2.72267909588792,-0.7805786748670913,5
-3.8789353447631427,-1.7921299610714438,0.23228548734925314,5
-4.730047293059708,-2.9508681660344354,-0.06305227435004913,5
-3.874463238007176,-2.599549617729137,-3.3082483469870625,5
-4.317619986824593,-2.4325313307639025,-0.32767775987836023,5
-4.582605085556632,-2.762132446156575,0.2778845532402077,5
-4.328632100854687,-2.5760752461415968,-0.5550889071670433,5
-3.2887595970725765,-1.1252227592220387,0.985684008592015,5
-4.268471464123361,-2.5113003634056796,-0.5357215446661596,5
-3.5593301445342425,-1.6186361991276368,-1.0845754697901224,5
-4.6050424839364155,-3.012981061971052,-0.25162730022826624,5
-4.0706267115724435,-2.2423851034819497,-0.4338484326023134,5
-3.108293189979105,-0.8779540421040599,-0.6086278644569744,5
-3.694823648138051,-1.6244853053947388,0.1435789284150728,5
-3.1739828320899792,-0.8361370093108845,-0.21325210048285514,5
-3.648961918490658,-1.6407075228217218,-0.1440819272397123,5
-4.367550071301684,-2.721494589856022,-0.544441634917626,5
-4.345761396153665,-2.3402940769968654,0.09976506051732549,5
-4.074432072079245,-2.226079702493325,-0.9334678080739399,5
-4.129641096015482,-2.305006787753587,-0.2644766452505951,5
-4.26210729650386,-2.409562552636966,-0.259691796506245,5
-4.230339299610235,-2.208400647663978,0.22722003330958027,5
-4.647062370237302,-3.0472854355788956,-0.18442495303818154,5
-3.536995854501457,-1.5065746730300045,-0.25117183717051045,5
-3.362710576055482,-1.6198141603886675,-0.5744497929299608,5
-4.46866513782614,-2.81486035623537,0.12137520165875645,5
-3.646392930216588,-1.9445603425569198,-1.099453547024968,5
-4.158412465752004,-2.08476455791421,0.4284428751119869,5
-3.8084253019741774,-1.9905890709071759,-1.0467330640422248,5
-3.7778124048838633,-1.7609489088478136,-0.4555246835280497,5
-4.606728015748078,-2.8695741126080017,-0.035424341923206766,5
-3.8477222347071205,-1.9707887217250497,-0.7437357643400507,5
-4.188484271026301,-2.443953204148006,-0.3300550329831278,5
-4.169990279525412,-2.246734187776792,-0.13898535253008723,5
-4.64638300466114,-2.890494712131869,0.193420373936598,5
-3.793282314328526,-1.6241117579278626,0.38513706353081506,5
-4.056018793255645,-2.151202592594605,-0.15087103780221964,5
-3.8071162516784147,-1.7738168023389878,0.5160220960285732,5
-3.6122336223470612,-1.799268782022016,0.11597165368920853,5
-3.3969946468360033,-1.4258834963497538,-0.28098429365454075,5
-2.9195956579261613,-0.5921906490198051,0.19106050517147283,5
-4.184530431323161,-2.208665240740505,-0.17181027835606533,5
-4.127954208573496,-2.185846507368826,-0.3944554323658732,5
-4.064293386621114,-2.17941947097425,0.3796187655193759,5
-3.9279301357522374,-1.771019503718561,0.1139093958410503,5
-3.957241221575895,-2.1786079165965986,-0.31254916243656405,5
-4.939171873499953,-3.2783400664629054,0.06595811306710862,5
-3.2374711150251887,-0.9614381159001644,-0.18212127771515577,5
-4.671608523098261,-3.260329082347328,-0.6476620779109337,5
-3.2838802064205295,-1.3679363834825073,0.3796094790226185,5
-4.260366444331321,-2.483962467123898,-0.2791850374278402,5
-2.961933254748642,-0.7209208023380844,0.2713650322429283,5
-4.575884739932909,-2.915167713618791,-0.40197941490726224,5
-4.195716622265948,-2.30887658433359,0.3180032438006006,5
-4.431441331960321,-2.578077918499101,0.04645848822406589,5
-4.011465560274756,-2.156352216848382,-0.7068590121437397,5
-3.98693826916142,-2.1476886848705172,0.006773120145134998,5
-4.122354395079757,-2.3683539763034287,-0.14116215627758197,5
-3.7950220302515283,-1.7128160799861007,0.5577047687007579,5
-4.511506775415203,-2.6966779058783117,0.11139690403877198,5
-4.551901401542338,-2.8450252201434805,-0.3844643774934844,5
-4.5790343452524676,-2.8877554291275755,0.07532820073518312,5
-4.543946273315212,-2.834059414432835,0.15339522599788272,5
-4.358622426975438,-2.5971964146084208,-0.2813015265355796,5
-4.1036173547564525,-2.2036035932418727,-0.07543364042055131,5
-4.054580273542945,-2.1361632945685227,0.1816395296618637,5
-4.042655215175266,-2.172108972517172,0.4588390287731714,5
-4.538828672276703,-2.8614360765675295,-0.22293203487879792,5
-3.5844863434651453,-1.4150776937570906,-0.13537747274398085,5
-2.641063318493657,-0.4897848670041402,0.009252542476155019,5
-3.7362434261245028,-1.5014052435118965,0.32560463775328313,5
-2.8176476447462484,-0.39289324665471126,0.6351832925592518,5
-4.559118590625325,-2.856484115383358,0.34109693053805024,5
-4.201195066805246,-3.105380249925876,-1.806436144621546,5
-4.261059458862894,-2.494864143412084,-0.4706338120563666,5
-4.217133857818821,-2.3934176540371523,-0.14472928121642004,5
-3.033161809698979,-0.8627741006056086,-0.2659338294737461,5
-3.5709904396495027,-1.3743029786901861,0.09750669888724676,5
-4.2331945170370835,-2.450028893694006,0.03727091072460057,5
-4.516492871600067,-3.1578928828728348,-1.1611495381137815,5
-4.261415487957492,-2.7754272592284757,-1.298059249192501,5
-3.029022825766391,-0.6805236375253761,0.7023575298805788,5
-3.9597677984260953,-2.017751038142942,0.5416418373001615,5
-3.949880023069562,-2.077613215080958,-0.02762430749212908,5
-2.8574773326916607,-1.4787143039693154,-2.6674835463089543,5
-4.350955001518655,-2.490251421141115,0.5426257436817882,5
-4.262719099621237,-2.625319063494283,-0.12717912588169805,5
-4.040160903865534,-2.3246773703796575,-0.08994859465904044,5
-3.6573848859484253,-1.8979257936881049,-1.0314811280161786,5
-3.0289225586511668,-1.0806008454291307,0.15208085460483628,5
-4.353349536272556,-2.6443733913176466,0.04437986484665102,5
-4.045308762879208,-2.1751013003899184,-0.2207914503452543,5
-4.101514023613648,-2.3256548692440164,-0.21133588557506797,5
-4.3157605415782925,-2.417879718407858,0.46438878885388934,5
-2.710458528464089,-0.6346775472348244,0.22836021190658473,5
-2.6684612509849943,-0.6317072690795218,-1.4750536257204596,5
-3.493947348614345,-1.7954173957415354,0.03577572704210328,5
-3.830445250517443,-2.273311896089024,-1.0893105361601723,5
