Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,Class
-0.9833091362499782,-1.0632261355960368,-1.3510056196502391,-0.19330659785403637,-2.027559735726341,-2.164758973476318,-1.0036138383488902,-1.027251952057836,0.4807396199320133,0.5046523964146153,1.338763813767981,2.2123209250714724,0.047208830596915455,2.8578089663218575,2.2898795956875952,5
-0.9821924249731443,-1.0125108853061389,-1.2805057768255224,-0.3453117477191525,-1.7814349460239651,-2.164758973476318,-0.9999571085870869,-1.0258467643668296,0.5623634518185696,0.10996654305038071,0.8775196384074335,2.2076326783240323,0.20776244831455207,2.4211737282446544,2.2851092988525554,5
-0.9797994722370718,-1.0891288015151772,-1.2298692631931316,-0.44176188033328195,-1.6076704226455316,-2.164758973476318,-1.003941306685768,-1.0228372141862563,0.5307524038351582,1.1331078553160305,1.6222979098484667,1.9292666730079577,0.31693246434579736,2.1393705376984453,1.9730208334679156,5
-0.9787359376877062,-1.0408265472741314,-1.215142731951496,-0.4669039114141569,-1.5586120879908532,-2.164758973476318,-0.9955908640953814,-1.0215003209855409,0.5740870360806974,-0.012002899811309541,1.171442110902745,1.8518940202381353,0.347229226261896,2.062297325774858,1.8872710676481756,5
-0.9764493384065701,-1.0877212204866806,-1.1774830462236552,-0.5394534198897682,-1.4234623496759429,-1.9791539919030794,-1.002194808889086,-1.018627424900585,0.49514655670860397,1.4060373126822574,1.6414068962160278,1.6558119372545876,0.426193776888556,1.8711638604010845,1.6718997984010529,5
-0.9759175711318874,-1.0475628279105087,-1.3050703359920581,-0.26293172241082824,-1.8924675800054367,-2.164758973476318,-0.995863754376113,-1.0179595878674834,0.4634856762981646,0.49182780805917375,1.2615790279461585,2.2123209250714724,0.12737386493628317,2.5896356937561573,2.2898795956875952,5
-0.9758112176769508,-0.9795597309285107,-1.1913259350368535,-0.5095906383215321,-1.4764783727318052,-2.119840480669062,-0.9900784804246033,-1.0178260330538393,0.5153233814758282,-0.39969297510665663,0.6404658597474148,1.7338918146115252,0.39154931680408617,1.9444515973064649,1.7573271772344574,5
-0.9750667434923949,-1.0119870111639548,-1.16593224579563,-0.5540461653188621,-1.3884982972761508,-1.8901839413978878,-0.9920432904458708,-1.016891266844781,0.7314896053423584,0.02980630675025923,0.9395512392958716,1.5997486666243985,0.44775015850247724,1.8164411825740092,1.6108330176482404,5
-0.9709189587498691,-1.0949919585812466,-1.2728939538253066,-0.32109165072583834,-1.7880986356778117,-2.164758973476318,-0.9949905054777719,-1.0116870418937531,0.5737029871400228,1.1712922766468075,1.7669771771222877,2.2123209250714724,0.1837699538005271,2.411497379954733,2.2898795956875952,5
-0.9678878852841771,-1.0989289521346362,-1.3056699239373775,-0.2422891432526002,-1.9100768231183753,-2.164758973476318,-0.9916066659967002,-1.0078879750507175,0.4617427329972436,1.1324121103223608,1.8357176642886528,2.2123209250714724,0.09675518939738431,2.6193066471216557,2.2898795956875952,5
-0.9668243507348115,-1.0970027886219562,-1.3156303456606395,-0.21655848134458666,-1.9479016006904883,-2.164758973476318,-0.2866219147547132,-1.0065557718364495,0.5021108672267924,1.2026716392822416,1.827137254556334,0.002256575060449327,0.06986003930049106,2.6850226586925894,2.2898795956875952,5
-0.966717997279875,-1.0218771199694447,-1.32454321843509,-0.18798773052233278,-1.9857915739504706,-2.164758973476318,-0.9836928478554842,-1.0064225744208566,0.8249521244431443,0.08078750040948048,1.10903165610098,2.2123209250714724,0.04885659666233666,2.7418996752850218,2.2898795956875952,5
-0.9656012860030411,-1.0264226541930483,-1.315099712319888,-0.20669515817632306,-1.954750088998753,-2.164758973476318,-0.9845660967538252,-1.005024252831782,0.24574846191509103,0.39879419830244045,1.1617732539127252,2.2123209250714724,0.0666818287427725,2.6856796476509563,2.2898795956875952,5
-0.96501634200089,-1.023454034054001,-1.0904119863998327,-0.6611962739187485,-1.1435067268660133,-1.3390295946745918,-0.9859851262136294,-1.0042919816924025,0.6109794993542399,0.7162521999060905,1.139705647046944,1.248595391059023,0.5838779179564677,1.4817821629029242,1.2335153533338035,5
-0.9643782212712707,-1.0718832880870912,-1.1712880922690379,-0.5081802265826306,-1.4410320966624757,-2.024984692368741,-0.9882228265156285,-1.003493283860147,0.4252392013454608,1.1716075808540298,1.605144960305343,1.6759674999570495,0.39453692247280725,1.8733150964269354,1.6939097941227714,5
-0.9640591609064609,-1.031846603644963,-1.2750502531716053,-0.29343870272424083,-1.8147855569784241,-2.164758973476318,-0.9834745356308988,-1.0030939910358518,0.5822933821138353,0.47843175502637103,1.2269856374196635,2.2123209250714724,0.15364635968815704,2.4456674202151416,2.2898795956875952,5
-0.9633678634493733,-1.0877741370667,-1.2778992843324712,-0.28327094987400686,-1.8281571204594704,-2.164758973476318,-0.9886048729086527,-1.0022289848052708,0.6183789390233644,1.3962704877071483,1.7700875711418471,2.2123209250714724,0.14454749165325273,2.464786926051368,2.2898795956875952,5
-0.9628892729021589,-0.943676998017848,-1.0224720648270713,-0.7742511453685912,-0.8968682175440796,-0.885380351383848,-0.9787808228023155,-1.0016302370783525,0.6407010700301585,-0.06473504966180643,0.4430475316099931,0.9189353953802937,0.7324156720989342,1.1917472512128084,0.8874150845100373,5
-0.9606026736210228,-0.9740034900265501,-1.1714121911954496,-0.4952392526968645,-1.4531608268047251,-2.0570756498789176,-0.9740871099737322,-0.9987707125592329,0.3651711905950799,-0.4246509171469156,0.7307306000442664,1.6933574397816484,0.37997456104524086,1.8844832905200646,1.7129233428050532,5
-0.9603367899836814,-1.0534630265825908,-1.194004667869582,-0.45050068423150974,-1.5348778592571177,-2.164758973476318,-0.9835836917431915,-0.9984383340054154,0.2205897906046093,1.1000200717299127,1.4669182889140016,1.817736049152668,0.32689868751991663,2.0026947094151626,1.8495527000412741,5
-0.9575184234278626,-1.0199827064047757,-1.2524761351501652,-0.3168330032130931,-1.755448454798194,-2.164758973476318,-0.9765977005564628,-0.9949167108740121,0.2189726981075843,0.46436965612558695,1.1781393876097748,2.158960660964629,0.18182479872669585,2.3337863655791065,2.230136336790304,5
-0.9550722939643217,-1.0023985268645705,-1.208649242730878,-0.40570540766817476,-1.6010448046770918,-2.164758973476318,-0.9731047049630985,-0.9918625588082315,0.2670865703360286,0.3158224371392581,1.0386972807137926,1.9222696638561811,0.2736142225846489,2.0962015592817105,1.9652484390474214,5
-0.9548064103269803,-1.0268512784912003,-1.1927776732031659,-0.4329158709650475,-1.5483591032400832,-2.164758973476318,-0.2866219147547132,-0.991530717190251,0.0908789217000672,0.5201166740818864,1.2678309315418925,0.002256575060449327,0.30909497844100275,2.0120072608119735,1.8693091409684075,5
-0.9540087594149561,-0.9638911315849817,-1.2117294347910421,-0.39663450902244973,-1.614522272711806,-2.164758973476318,-0.9662824479448088,-0.9905353468045871,0.5227370214134991,-0.5699417242060054,0.7010482409056173,1.9441970161549904,0.26260997545104264,2.116015794894496,1.9896175559544957,5
-0.9530515783205271,-1.0773548624610227,-1.2148754840968101,-0.38333364352894717,-1.631749302386308,-2.164758973476318,-0.9769797469494871,-0.9893412080087329,0.29106309688137433,1.2466446343198256,1.7685793941645407,1.9660632656210801,0.2518597429153136,2.135975012682876,2.013953422614586,5
-0.9526793412282492,-1.0204324973349348,-1.2170780678090571,-0.3756975229815,-1.642312938976218,-2.164758973476318,-0.9716310974471479,-0.9888769106967771,0.5352367419350423,0.47286645967229674,1.2279075073487973,1.9800639336672083,0.24543565775311213,2.149133588813852,2.0295535274604815,5
-0.9524666343183761,-1.0330742683013954,-1.1934924172107493,-0.42960726388405857,-1.5525957230253444,-2.164758973476318,-0.9743054221983175,-0.9886116205648705,0.6497433360233079,0.9236035098319008,1.3484856164505847,1.849987350420498,0.29876634890794135,2.0224777107378658,1.8851634339346626,5
-0.9515626299514153,-1.064099259166345,-1.2497238901159904,-0.3061893377602658,-1.7594660520518455,-2.164758973476318,-0.9710307388295384,-0.987484320937111,0.834147072129685,0.5596391938555147,1.6538127060743173,2.1702453879830372,0.16647229166309763,2.336051094973028,2.242866684060051,5
-0.9492228539428109,-1.0480443687886787,-1.2598091673040759,-0.2744752375720785,-1.8035220713609903,-2.164758973476318,-0.971467363278709,-0.9845679819521026,0.7231315792979157,1.0049190992879546,1.5216442559051224,2.2123209250714724,0.13489900759644807,2.401777175058168,2.2898795956875952,5
-0.9484252030307868,-1.0268142368851862,-1.2095178264488544,-0.38001952150722906,-1.6250230096868057,-2.164758973476318,-0.9683564140783688,-0.9835742292167843,0.6742187289581489,0.6496833697901122,1.3278187612696482,1.956853829426821,0.24713721155890392,2.120234601197025,2.003699636065286,5
-0.947521198663826,-1.007954767766531,-1.211157574711896,-0.37317261572530647,-1.6338987846873985,-2.164758973476318,-0.9657366673833456,-0.9824482546961983,0.7013020696151789,0.3888451294428078,1.1603950424649634,1.9700514240862648,0.24007111302690246,2.131802216853831,2.0183957432698536,5
-0.9468299012067384,-0.9115460506305098,-1.2064464361695248,-0.37879894163148004,-1.6205801049928201,-2.164758973476318,-0.9610429545547623,-0.9815874149349292,0.18792180578349893,-0.22544930048458112,0.31005025313675105,1.9468606416393268,0.24831349419378748,2.1081798593484256,1.992580165404377,5
-0.9464044873869921,-1.082868770098968,-1.23791741060804,-0.31390922275541855,-1.7321023237598503,-2.164758973476318,-0.9718494096717332,-0.9810577533111283,0.711878141286692,1.5191112873038117,1.8876846834074412,2.1260735641132036,0.17480450534457265,2.2840911783560562,2.193088841103066,5
-0.9433734139213003,-1.0259781549208917,-1.2291201146579762,-0.3228044731726201,-1.7090094528643978,-2.164758973476318,-0.9627348742952981,-0.9772858068393021,0.4004062255779958,0.590389480463173,1.3677026614905674,2.089732690978111,0.183921200119689,2.243455648158993,2.152241697559664,5
-0.9416717586423152,-1.0255019057007235,-1.1623234243209886,-0.4546839560287484,-1.4735975466340507,-2.1120084803697226,-0.9631714987444686,-0.9751696755026876,0.31130702349626377,0.9311648969312453,1.3792930279386197,1.727643006196059,0.3300587222233922,1.890607177807815,1.750474096382776,5
-0.9390660989963696,-1.0511029471137585,-1.209092721037849,-0.3495281631213133,-1.6506117954459196,-2.164758973476318,-0.9590235664773485,-0.9719313695164313,0.7260311240022427,0.7071599722806666,1.6483590264823813,1.9962655641480878,0.2139545710918731,2.1451220810044447,2.047623742106645,5
-0.9388533920864964,-1.0371382616468303,-1.2113671565394692,-0.34581087195540416,-1.657856658108957,-2.164758973476318,-0.9607700642740307,-0.9716671257690089,0.1840923339457408,1.0113541285154546,1.5163675431250865,2.009944989070296,0.20800543388846893,2.1581998929941824,2.0628956508058285,5
-0.9388533920864964,-1.0187232918003317,-1.2168643344948695,-0.333302257004402,-1.6783337935203588,-2.164758973476318,-0.9590781445334948,-0.9716671257690089,0.9141573591776672,0.7496631779142517,1.34209328503124,2.0408023692726474,0.19549251857668606,2.1884846258604824,2.0973950155708647,5
-0.9384811549942185,-0.9722466595699307,-1.1638744570256137,-0.4387184312208326,-1.490849639644054,-2.15924456220246,-0.2866219147547132,-0.9712047383147554,0.3949552383367579,-0.517139115268333,0.9177840671446149,0.002256575060449327,0.3147377404180042,1.9073647766430226,1.7750367985400206,5
-0.9356627884383997,-1.005811646275775,-1.1394784920099115,-0.4806431914814188,-1.408259256187349,-1.9401088417014756,-0.9558580392208621,-0.9677054180786935,0.6623931730663742,0.7631145311792655,1.2513519365501555,1.631327629332526,0.3597929202512995,1.7920678148467006,1.6452023430481606,5
-0.9355032582559948,-1.048081410394692,-1.1720119001891434,-0.417068023939895,-1.5249735040426071,-2.164758973476318,-0.958586942028178,-0.9675074284992883,0.4573993827570875,1.2102493652612205,1.6533288348728967,1.807308127486926,0.285290871638621,1.9576320101678626,1.838054668852569,5
-0.9336952495220733,-0.9676164588182967,-1.2501578210926585,-0.2313734838009595,-1.8218367130556237,-2.164758973476318,-0.9495815627640355,-0.9652641833373965,1.2162433316594725,0.11180060826801233,0.919830848693714,2.2123209250714724,0.10132417905196812,2.392871086918839,2.2898795956875952,5
-0.9333230124297953,-1.0087855580728244,-1.0369845868763439,-0.6542808105142528,-1.0498355360201987,-1.1564453011244742,-0.9558034611647157,-0.9648024839125984,0.6081314331691716,1.1287914490649682,1.300942889848924,1.1143877810095077,0.5836889451375806,1.3242248681822057,1.0916654171358353,5
-0.9292815811422062,-1.0297405237602202,-1.1646670031141568,-0.4103397665430295,-1.5177354900340843,-2.164758973476318,-0.9507822799992545,-0.9597929322330527,0.3664081499149487,0.999774049553852,1.5366780643862732,1.7946246904562513,0.2792065833828764,1.9369139117317584,1.824080270930308,5
-0.9289093440499282,-1.022305744267596,-1.178837656884937,-0.37960233487400175,-1.5704081238939118,-2.164758973476318,-0.949308672483304,-0.9593318191024485,0.6114152188576866,0.8323954063226112,1.4695560511155763,1.8736256888090481,0.2457779711740035,2.01180880493793,1.91131185578022,5
-0.9284839302301819,-0.9927306676951587,-1.2841480942960468,-0.15548693012818815,-1.9413274333328105,-2.164758973476318,-0.2866219147547132,-0.9588048930882997,1.0281650597948135,0.9085604435840399,1.1969216280662447,0.002256575060449327,0.005952170438468756,2.6123720478490564,2.2898795956875952,5
-0.9276331025906894,-1.0105318052134402,-1.2984715803226026,-0.11554978214557945,-1.9968839753315126,-2.164758973476318,-0.9468526599567196,-0.9577512343150651,0.3969314586374342,0.6583784893455792,1.3705569848202528,2.2123209250714724,-0.029407659648409835,2.7040564113067815,2.2898795956875952,5
-0.9252401498546169,-0.9897091309760929,-1.1913587703184962,-0.3389945112846005,-1.6280967659644932,-2.164758973476318,-0.9439054449248184,-0.9547891990318682,0.8335279171498727,0.5870109961167911,1.199075280529189,1.9588473049693498,0.2042200568783867,2.088796659133474,2.0059186511917413,5
-0.9251869731271486,-1.0468960790022734,-1.226774748568983,-0.2678132144057229,-1.7509376050474048,-2.164758973476318,-0.9470709721813049,-0.9547233991296525,0.46923326719692865,1.0810849532058435,1.7405806262401273,2.157944543448884,0.12404561950299245,2.2841914011278375,2.228990502772219,5
-0.924123438577783,-1.04042438126599,-1.1622262911756776,-0.3963944538015067,-1.5257620686393574,-2.164758973476318,-0.9454882085530617,-0.953407611823251,0.539123172478043,1.0071305426456183,1.6881361594579138,1.8039107867910924,0.2659601999694941,1.93859669540108,1.834310394163808,5
-0.9240702618503147,-1.020347830806905,-1.187931424212956,-0.34082694148294346,-1.6204167848032747,-2.164758973476318,-0.9443966474301353,-0.9533418329912922,1.0552823262779463,0.8481203591578478,1.4966102653408486,1.9450266006966332,0.20775209547587092,2.0737513932058054,1.9905402038061657,5
-0.9239107316679098,-1.0261421963189499,-1.228262992369656,-0.25855917157161357,-1.761219089868225,-2.164758973476318,-0.9457065207776469,-0.9531445025122762,-0.08070894573248484,1.0744651137275958,1.5531981973177333,2.1721196765535655,0.11616069860426634,2.296405701995454,2.244981969369963,5
-0.9223154298438615,-1.0030070675347853,-1.207175494129861,-0.29245850677017626,-1.6957996672572846,-2.164758973476318,-0.9420497910158436,-0.95117169385601,0.825863847448324,0.7671964882478635,1.3497776594892696,2.0599999507466324,0.15806070852908624,2.1832333202875054,2.1188931953108536,5
-0.9219431927515835,-0.9443278719520779,-1.2469304002030308,-0.20826415183354946,-1.834932515601224,-2.164758973476318,-0.9381747490294551,-0.9507115015537764,1.0988209718671513,0.23420723912381247,0.8180219367491999,2.2123209250714724,0.06711928578781266,2.4097174091044566,2.2898795956875952,5
-0.9212518952944959,-0.9712359528915733,-1.0936083150139353,-0.5142036946469881,-1.2929005458646308,-1.6610102524162222,-0.9370831879065288,-0.9498569888260384,-0.07259716764245765,0.17727640222113725,1.0664607571694251,1.4524179301710967,0.4101755207216382,1.6088182369793345,1.451437886507314,5
-0.920135184017662,-1.0167071701016197,-1.2226285384351505,-0.2613597948822599,-1.7490106545533612,-2.164758973476318,-0.9396483565454057,-0.9484769792165898,0.6482672992753687,0.745551854261717,1.499133902458562,2.156925288510194,0.11550427961630913,2.275711506828045,2.227841205892109,5
-0.9193375331056378,-0.9943975399657473,-1.1391071511564075,-0.42818066773675945,-1.4555686356086799,-2.0634911744239957,-0.9381747490294551,-0.9474915279447935,0.7403097083599345,0.6467636481571669,1.2972081855764053,1.7000963756363232,0.300679919832782,1.8342351610960586,1.720297343097296,5
-0.917476347644248,-0.931511476271555,-1.2383765177201336,-0.217323435920281,-1.812703948228421,-2.164758973476318,-0.9299334625513611,-0.9451930153042433,0.5803300265083421,-0.31253070609938305,0.7446336544716871,2.2123209250714724,0.0707135397505559,2.3735100822289295,2.2898795956875952,5
-0.9172104640069066,-1.0107064299275026,-1.1632481044948817,-0.3700836662622847,-1.5508648465365718,-2.164758973476318,-0.9367011415135045,-0.9448647561190581,0.38716013772793806,0.7584529219075697,1.4698308627832977,1.839618179949031,0.23867888415625743,1.962990188068639,1.8737059548122144,5
-0.9167318734596921,-0.9495824883479326,-1.209550323973589,-0.2741547292652509,-1.7153639458538674,-2.164758973476318,-0.9285690111477032,-0.9442739523899406,0.5540090687773404,-0.40179675430563433,0.9120112574996362,2.098096603379607,0.13289329479171155,2.21256731580826,2.161634266950912,5
-0.9160405760026045,-0.9494025719758679,-1.3553924066598995,0.051112478478917096,-2.2161455836036157,-2.164758973476318,-0.9321165847972138,-0.9434207117228324,0.3172318601598955,0.24511275842859598,0.9166522710207256,2.2123209250714724,-0.1972004553725755,3.1170328143444985,2.2898795956875952,5
-0.9158278690927314,-0.8434159538564668,-1.144315161241227,-0.39879721889166314,-1.4914212671479876,-2.160823488722709,-0.9218559102417061,-0.9431582100000306,0.43120549990964635,-1.271955572345654,0.009500857256374845,1.743201006492505,0.276237194549313,1.8699010656461124,1.7675418285014581,5
-0.913860330176405,-0.9040742295318721,-1.1679345490847406,-0.3482185370227803,-1.5783887856832035,-2.164758973476318,-0.9252943277789241,-0.9407308239800717,0.34591744957249937,-0.44494427591824354,0.5372491223080624,1.8797966314719339,0.21613089231927718,1.9966792131658389,1.9181447295590262,5
-0.912903149081976,-0.9412640019689964,-1.1831712811546449,-0.3156653029956392,-1.6336151384162862,-2.164758973476318,-0.925458061947363,-0.9395504257043671,0.14465694271136453,-0.26972024732146577,0.8722013934922472,1.9677735890394068,0.17853748575827982,2.0799294962594903,2.01585837268207,5
-0.9126904421721028,-0.9620020096783146,-1.1652014440417435,-0.35699197460830284,-1.5658481952725225,-2.164758973476318,-0.9300426186636538,-0.939288158690252,0.8633383482161766,0.45837774046565777,1.060717624326601,1.8699610753096918,0.2180753864254848,1.985658903851941,1.9072554590336481,5
-0.912530911989698,-1.0316719789309012,-1.180008005120406,-0.32219640245585757,-1.6223966859990535,-2.164758973476318,-0.9346817534360907,-0.9390914688574227,0.825853928300866,1.1900804486625116,1.713926799413386,1.9519298118055946,0.18430673028041175,2.0641015656382637,1.998219753362283,5
-0.9122118516248884,-1.0156964634232628,-1.1716878165064712,-0.3382803171575191,-1.5937172537026116,-2.164758973476318,-0.9318982725726286,-0.9386981160007156,0.2966358267595626,0.816056831993329,1.563999582723315,1.9075466119533213,0.20182315020985767,2.0209581672114347,1.9489054009726492,5
-0.9105101963459034,-0.9767075272655041,-1.2401412772698304,-0.18641726598927383,-1.8407399998849518,-2.164758973476318,-0.9273682939124842,-0.9366008374215533,0.5793348944940625,0.39589358457018897,1.2150777026803161,2.2123209250714724,0.04245479466765907,2.404666086603105,2.2898795956875952,5
-0.9101379592536255,-1.0167124617596222,-1.1717417518371445,-0.3268085540707383,-1.6037487092162734,-2.164758973476318,-0.9329898336955549,-0.9361421930901849,1.0231460456459527,1.3097754654405185,1.593158818269158,1.9168923988997157,0.19431295478357619,2.0270308071969634,1.9592776916408978,5
-0.9099252523437523,-0.9508048613463633,-1.2017024992255894,-0.2686704675048444,-1.706157351654382,-2.164758973476318,-0.926495045014143,-0.9358801324168405,0.5946240151445449,0.35555516483687205,0.9845902939940833,2.0840782739905985,0.12648023448068096,2.1889392747768954,2.1458947264685913,5
-0.9090744247042598,-0.9958368709422555,-1.0333843237074714,-0.600118123796451,-1.0977690624947936,-1.24817182623995,-0.9322803189656528,-0.9348320482167203,0.7829605801573191,1.3693790008419593,1.4059216059492468,1.1976534987760148,0.5001337722164828,1.3673085563981988,1.1795191099593014,5
-0.9090744247042598,-1.034159058191779,-1.2098220582763786,-0.25115215344532943,-1.7350222433963025,-2.164758973476318,-0.9326077873025307,-0.9348320482167203,0.46479473389460224,1.4193562234408303,1.7707460488354547,2.1335201309778333,0.10531775265811633,2.236346191945462,2.2014705834398507,5
